scheme_name,scheme_link
"Arogya Karnataka Scheme, Karnataka",https://www.india.gov.in/arogya-karnataka-scheme-karnataka
"Jyothi Sanjeevini Scheme, Health and Family Welfare Department, Karnataka",https://www.india.gov.in/jyothi-sanjeevini-scheme-health-and-family-welfare-deoartment-karnataka
"Website of National Service Scheme, Chhattisgarh",https://www.india.gov.in/website-national-service-scheme-chhattisgarh
Website of Pradhan Mantri Fasal Bima Yojana,https://www.india.gov.in/website-pradhan-mantri-fasal-bima-yojana
Pradhan Mantri Kisaan Maan-dhan Yojana,https://www.india.gov.in/website-pradhan-mantri-kisaan-maan-dhan-yojana
Pradhan Mantri Matru Vandana Yojana,https://www.india.gov.in/pradhan-mantri-matru-vandana-yojana
Atal Bimit Vyakti Kalyan Yojana,https://www.india.gov.in/atal-bimit-vyakti-kalyan-yojana
National Scheme of Incentive to Girls for Secondary Education,https://www.india.gov.in/national-scheme-incentive-girls-secondary-education
Information on National Awards to Teachers,https://www.india.gov.in/information-national-awards-teachers
Information on National Means-cum-merit Scholarship Scheme,https://www.india.gov.in/information-national-means-cum-merit-scholarship-scheme
Scheme for Providing Education to Madrasas / Minorities,https://www.india.gov.in/scheme-providing-education-madrasas-minorities
"Information on Adult Education, SE Shagun",https://www.india.gov.in/information-adult-education-se-shagun
Information on National Programme of Mid Day Meal in Schools,https://www.india.gov.in/information-national-programme-mid-day-meal-schools
Information on Samagra Shiksha,https://www.india.gov.in/information-samagra-shiksha
Pradhan Mantri Kisan Samman Nidhi (PM-KISAN),https://www.india.gov.in/website-pradhan-mantri-kisan-samman-nidhi-pm-kisan
Website of School Education Shagun Portal,https://www.india.gov.in/website-school-education-shagun-portal
Information on Ex-Servicemen (ESM) Coal Loading and Transportation Scheme,https://www.india.gov.in/information-ex-servicemen-esm-coal-loading-and-transportation-scheme
Information on Tipper Attachment Scheme for Widows and Disabled ESM,https://www.india.gov.in/information-tipper-attachment-scheme-widows-and-disabled-esm
Information on Sponsorship of ESM(O) for coco operator ship,https://www.india.gov.in/information-sponsorship-esmo-coco-operator-ship
Information on Army Surplus Vehicles to ESM/Widows,https://www.india.gov.in/information-army-surplus-vehicles-esmwidows
Information on Oil Product Agencies under Defence Quota Scheme to ESM/Widows,https://www.india.gov.in/information-oil-product-agencies-under-defence-quota-scheme-esmwidows
Information on Mother Dairy Milk Booths and Fruit and Vegetable (Safal) Shops to ESM/Widows,https://www.india.gov.in/information-mother-dairy-milk-booths-and-fruit-and-vegetable-safal-shops-esmwidows
Information on Management of CNG station by ESM (Officers) in NCR,https://www.india.gov.in/information-management-cng-station-esm-officers-ncr
Information on Mother dairy milk booths/milk shops/retail outlets to ESM/Widows,https://www.india.gov.in/information-gopal-jee-dairy-milk-boothsmilk-shopsretail-outlets-esmwidows
Information of LPG agency under Rajiv Gandhi Gramin LPG Vitran Yojna(RGGLVY) to ESM/Widows,https://www.india.gov.in/information-lpg-agency-under-rajiv-gandhi-gramin-lpg-vitran-yojnargglvy-esmwidows
Information on Allotment of regular LPG distributorship to ESM/Widows,https://www.india.gov.in/information-allotment-regular-lpg-distributorship-esmwidows
Information on Allotment of Retail Outlet (Petrol & Diesel) to ESM/Widows,https://www.india.gov.in/information-allotment-retail-outlet-petrol-diesel-esmwidows
Information on Sports Promotional Schemes,https://www.india.gov.in/information-sports-promotional-schemes
Information on Target Olympic Podium Scheme,https://www.india.gov.in/information-target-olympic-podium-scheme
"Coir VikasYojana (CVY) for Development of Khadi, Village and Coir Industries",https://www.india.gov.in/coir-vikasyojana-cvy-development-khadi-village-and-coir-industries
"Coir Udyami Yojana for Development of Khadi, Village and Coir Industries",https://www.india.gov.in/coir-udyami-yojana-development-khadi-village-and-coir-industries
"Science and Technology Scheme for Development of Khadi, Village and Coir Industries",https://www.india.gov.in/science-and-technology-scheme-development-khadi-village-and-coir-industries
E-Management of INSPIRE Award Scheme,https://www.india.gov.in/e-management-inspire-award-scheme
Rapid Reporting System for Adolescent Girls,https://www.india.gov.in/rapid-reporting-system-adolescent-girls
"Beti Bachao Beti Padhao Scheme, ICDS Maharashtra",https://www.india.gov.in/beti-bachao-beti-padhao-scheme-icds-maharashtra
"Manjhi Kanya Bhagyashree Scheme, ICDS Maharashtra",https://www.india.gov.in/manjhi-kanya-bhagyashree-scheme-icds-maharashtra
"Bharat Ratna APJ Abdul Kalam Amrut Yojna, ICDS Maharashtra",https://www.india.gov.in/bharat-ratna-apj-abdul-kalam-amrut-yojna-icds-maharashtra
"Rajiv Gandhi Scheme for Adolescent Girls (Sabla), ICDS Maharashtra",https://www.india.gov.in/rajiv-gandhi-scheme-adolescent-girls-sabla-icds-maharashtra
"Kishori Shakti Yojana, ICDS Maharashtra",https://www.india.gov.in/kishori-shakti-yojana-icds-maharashtra
Pradhan Mantri Jan Dhan Yojana Scheme Details,https://www.india.gov.in/pradhan-mantri-jan-dhan-yojana-scheme-details
Website of Handloom Development Scheme,https://www.india.gov.in/website-handloom-development-scheme
Website of National Repository of Information for Women (NARI),https://www.india.gov.in/website-national-repository-information-women-nari
Website of Prime Minister Krishi Sinchayee Yojana,https://www.india.gov.in/website-prime-minister-krishi-sinchayee-yojana
Website of National Centre for Cold-Chain Development,https://www.india.gov.in/website-national-centre-cold-chain-development
Direct Benefit Transfer (DBT) Portal for Agriculture Schemes,https://www.india.gov.in/direct-benefit-transfer-dbt-portal-agriculture-schemes
"Website of Biju Krushak Kalyan Yojana, Odisha",https://www.india.gov.in/website-biju-krushak-kalyan-yojana-odisha
Website of Agriculture Marketing Information System Network (Agmarknet),https://www.india.gov.in/website-agriculture-marketing-information-system-network-agmarknet
Website of Agri-Clinics and Agri-Business Centres,https://www.india.gov.in/website-agri-clinics-and-agri-business-centres
Website of Swadesh Darshan,https://www.india.gov.in/website-swadesh-darshan
Website of Startup India,https://www.india.gov.in/website-startup-india
Website of Integrated Power Development Scheme,https://www.india.gov.in/website-integrated-power-development-scheme
Website of Deendayal Upadhyaya Gram Jyoti Yojana (DDUGJY),https://www.india.gov.in/website-deendayal-upadhyaya-gram-jyoti-yojana-ddugjy
Website of Direct Benefit Transfer (DBT),https://www.india.gov.in/website-direct-benefit-transfer-dbt
Website of GRameen Internal audit Portal (GRIP),https://www.india.gov.in/website-grameen-internal-audit-portal-grip
Website of Pradhan Mantri Awaas Yojana - Gramin,https://www.india.gov.in/website-pradhan-mantri-awaas-yojana-gramin
"Website of Nai Roshni, Ministry of Minority Affairs",https://www.india.gov.in/website-nai-roshni-ministry-minority-affairs
Website of Digital MSME,https://www.india.gov.in/website-digital-msme
Weather Based Crop Insurance Scheme (WBCIS),https://www.india.gov.in/weather-based-crop-insurance-scheme-wbcis
National Agricultural Insurance Scheme (NAIS),https://www.india.gov.in/national-agricultural-insurance-scheme-nais
Operational Guidelines of Price Support Scheme (PSS),https://www.india.gov.in/operational-guidelines-price-support-scheme-pss
Central Sector Schemes (Terminal Market Complex),https://www.india.gov.in/central-sector-schemes-terminal-market-complex
Central Sector Schemes (Integrated Scheme for Agricultural Marketing),https://www.india.gov.in/central-sector-schemes-integrated-scheme-agricultural-marketing
National Safai Karamchris Finance & Development Corporation,https://www.india.gov.in/national-safai-karamchris-finance-development-corporation
"Technology Upgradation Fund Scheme (TUFS), Ministry of Textiles",https://www.india.gov.in/technology-upgradation-fund-scheme-tufs-ministry-textiles
"Group Workshed Scheme (GWS), Ministry of Textiles",https://www.india.gov.in/group-workshed-scheme-gws-ministry-textiles
"Group Insurance Scheme (GIS), Ministry of Textile",https://www.india.gov.in/group-insurance-scheme-gis-ministry-textile
"Implementation of Scheme for Schedule M Compliance for SSI Pharma Units, Department of Pharmaceuticals",https://www.india.gov.in/implementation-scheme-schedule-m-compliance-ssi-pharma-units-department-pharmaceuticals
"Janaushadhi Scheme, Department of Pharmaceuticals",https://www.india.gov.in/janaushadhi-scheme-department-pharmaceuticals
"TB and Kala azar Scheme, Department of Pharmaceuticals",https://www.india.gov.in/tb-and-kala-azar-scheme-department-pharmaceuticals
"Pharmaceutical Promotion Development Scheme, Department of Pharmaceuticals",https://www.india.gov.in/pharmaceutical-promotion-development-scheme-department-pharmaceuticals
"Cluster development Scheme, Department of Pharmaceuticals",https://www.india.gov.in/cluster-development-scheme-department-pharmaceuticals
"Grant-in-Aid for Research, Publication and Monitoring",https://www.india.gov.in/grant-aid-research-publication-and-monitoring
General Grant-in-Aid Scheme in the field of Women and Child Development,https://www.india.gov.in/general-grant-aid-scheme-field-women-and-child-development
"Mahila Police Volunteers, Ministry of Women & Child Development",https://www.india.gov.in/mahila-police-volunteers-ministry-women-child-development
"Nari Shakti Purskar, Ministry of Women & Child Development",https://www.india.gov.in/nari-shakti-purskar-ministry-women-child-development
"Women Helpline Scheme, Ministry of Women & Child Development",https://www.india.gov.in/women-helpline-scheme-ministry-women-child-development
"One Stop Centre Scheme, Ministry of Women & Child Development",https://www.india.gov.in/one-stop-centre-scheme-ministry-women-child-development
"Beti Bachao Beti Padhao Scheme, Ministry of Women & Child Development",https://www.india.gov.in/beti-bachao-beti-padhao-scheme-ministry-women-child-development
"Women Empowerment Scheme, Ministry of Women & Child Development",https://www.india.gov.in/women-empowerment-scheme-ministry-women-child-development
"Rajiv Gandhi Scheme for Empowerment of Adolescent Girls (RGSEAG) Sabla, Ministry of Women & Child Development",https://www.india.gov.in/rajiv-gandhi-scheme-empowerment-adolescent-girls-rgseag-sabla-ministry-women-child-development
"Integrated Child Protection Scheme (ICPS), Ministry of Women & Child Development",https://www.india.gov.in/integrated-child-protection-scheme-icps-ministry-women-child-development
"Kishori Shakti Yojana, Ministry of Women & Child Development",https://www.india.gov.in/kishori-shakti-yojana-ministry-women-child-development
"Child Protection & Welfare Schemes, Ministry of Women & Child Development",https://www.india.gov.in/child-protection-welfare-schemes-ministry-women-child-development
"Scheme for Human Resource Development for Health Research, Department of Health Research",https://www.india.gov.in/scheme-human-resource-development-health-research-department-health-research
"Grant-in-aid Scheme for Inter -Sectorial Convergence & Coordination for Promotion and Guidance on Health Research, Department of Health Research",https://www.india.gov.in/grant-aid-scheme-inter-sectorial-convergence-coordination-promotion-and-guidance-health-research
"Establishment of Model Rural Health Research Units in the States, Department of Health Research",https://www.india.gov.in/establishment-model-rural-health-research-units-states-department-health-research
"Establishment of a network of Laboratories for Managing Epidemics and Natural Calamities, Department of Health Research",https://www.india.gov.in/establishment-network-laboratories-managing-epidemics-and-natural-calamities-department-health
Centrally Sponsored Schemes by UP Forest,https://www.india.gov.in/centrally-sponsored-schemes-forest
District Sector Scheme by UP Forest,https://www.india.gov.in/district-sector-scheme-forest
State Sector Scheme by UP Forest,https://www.india.gov.in/state-sector-scheme-forest
"Integrated Scheme for Powerloom Sector Development (ISPSD), Ministry of Textile",https://www.india.gov.in/integrated-scheme-powerloom-sector-development-ispsd-ministry-textile
"Guidelines of the Scheme for Integrated Textile Parks, Ministry of Textiles",https://www.india.gov.in/guidelines-scheme-integrated-textile-parks-ministry-textiles
"Guidelines for the North East Region Textile Promotion Scheme (NERTPS), Ministry of Textiles",https://www.india.gov.in/guidelines-north-east-region-textile-promotion-scheme-nertps-ministry-textiles
Integrated skill development scheme for the textiles and apparel sector including jute and handicrafts,https://www.india.gov.in/integrated-skill-development-scheme-textiles-and-apparel-sector-including-jute-and-handicrafts
"Handicrafts Sector Scheme, Ministry of Textiles",https://www.india.gov.in/handicrafts-sector-scheme-ministry-textiles
"Handloom Sector Scheme, Ministry of Textiles",https://www.india.gov.in/handloom-sector-scheme-ministry-textiles
"Guidelines of the Scheme for Integrated Textile Parks, Ministry of Textiles",https://www.india.gov.in/guidelines-scheme-integrated-textile-parks-ministry-textiles
"Guidelines for the North East Region Textile Promotion Scheme (NERTPS), Ministry of Textiles",https://www.india.gov.in/guidelines-north-east-region-textile-promotion-scheme-nertps-ministry-textiles
Integrated skill development scheme for the textiles and apparel sector including jute and handicrafts,https://www.india.gov.in/integrated-skill-development-scheme-textiles-and-apparel-sector-including-jute-and-handicrafts
"Handicrafts Sector Scheme, Ministry of Textiles",https://www.india.gov.in/handicrafts-sector-scheme-ministry-textiles
"Handloom Sector Scheme, Ministry of Textiles",https://www.india.gov.in/handloom-sector-scheme-ministry-textiles
"Guidelines for implementation of Catalytic Development Programme (CDP), Ministry of Textiles",https://www.india.gov.in/guidelines-implementation-catalytic-development-programme-cdp-ministry-textiles
"Guidelines for the implementation of Pashmina Wool Development Scheme, Ministry of Textiles",https://www.india.gov.in/guidelines-implementation-pashmina-wool-development-scheme-ministry-textiles
"Jute Technology Mission (JTM), Ministry of Textiles",https://www.india.gov.in/jute-technology-mission-jtm-ministry-textiles
"Development of Mega Cluster Scheme, Ministry of Textiles",https://www.india.gov.in/development-mega-cluster-scheme-ministry-textiles
"Guidelines for Integrated Processing Development Scheme (IPDS), Ministry of Textiles",https://www.india.gov.in/guidelines-integrated-processing-development-scheme-ipds-ministry-textiles
Scheme Guidelines for Textile Industry Workers Hostel,https://www.india.gov.in/scheme-guidelines-textile-industry-workers-hostel
"Scheme Guidelines for Incubation Centers in Apparel Manufacturing, Ministry of Textiles",https://www.india.gov.in/scheme-guidelines-incubation-centers-apparel-manufacturing-ministry-textiles
"Technical Textile Scheme, Ministry of Textiles",https://www.india.gov.in/technical-textile-scheme-ministry-textiles
"Scheme for Production and Employment Linked Support for Garmenting Units (SPELSGU) under ATUFS, Ministry of Textiles",https://www.india.gov.in/scheme-production-and-employment-linked-support-garmenting-units-spelsgu-under-atufs-ministry
Financial Assistance Scheme of Department of Administrative Reform & Public Grievance,https://www.india.gov.in/financial-assistance-scheme-department-administrative-reform-public-grievance
Modernization Scheme of Department of Administrative Reform & Public Grievance,https://www.india.gov.in/modernization-scheme-department-administrative-reform-public-grievance
"Centre of Excellence, Ministry of AYUSH",https://www.india.gov.in/centre-excellence-ministry-ayush
Evolving Pharmacopoeial Standards for ASU and H drugs of AYUSH,https://www.india.gov.in/evolving-pharmacopoeial-standards-asu-and-h-drugs-ayush
"IC, Revised Scheme of CSS of AYUSH",https://www.india.gov.in/ic-revised-scheme-css-ayush
"IEC, Revised IEC Scheme of AYUSH",https://www.india.gov.in/iec-revised-iec-scheme-ayush
"Revised EMR, Latest Scheme for EMR of Ayush",https://www.india.gov.in/revised-emr-latest-scheme-emr-ayush
Continuing Medical Education Scheme of AYUSH,https://www.india.gov.in/continuing-medical-education-scheme-ayush
Development of AYUSH industry Cluster of Ayush,https://www.india.gov.in/development-ayush-industry-cluster-ayush
Assistance for Exchange Programme/Seminar/Conference/Workshop on AYUSH,https://www.india.gov.in/assistance-exchange-programmeseminarconferenceworkshop-ayush
"Central Sector Scheme for Promotion of Information, Education, and Communication (IEC) in AYUSH",https://www.india.gov.in/central-sector-scheme-promotion-information-education-and-communication-iec-ayush
Central Sector Scheme for Promotion of International Co-operation (IC) in AYUSH,https://www.india.gov.in/central-sector-scheme-promotion-international-co-operation-ic-ayush
Scheme for Extra Mural Research projects on Indian Systems of Medicine and Homoeopathy of Ayush,https://www.india.gov.in/scheme-extra-mural-research-projects-indian-systems-medicine-and-homoeopathy-ayush
"Scheme for Revitalization of Local Health Traditions, Midwifery Practices",https://www.india.gov.in/scheme-revitalization-local-health-traditions-midwifery-practices
Scheme for Public Health Initiatives scheme of Ayush,https://www.india.gov.in/scheme-public-health-initiatives-scheme-ayush
Revised scheme for Up-Gradation to Centre of Excellence Ayush,https://www.india.gov.in/revised-scheme-gradation-centre-excellence-ayush
"Scheme for Acquisition, Cataloging, Digitization and Publication of Text Book & Manuscripts of Ayush",https://www.india.gov.in/scheme-acquisition-cataloging-digitization-and-publication-text-book-manuscripts-ayush
Financial Sanction of Ayush,https://www.india.gov.in/financial-sanction-ayush
Extra Mural Research of Ayush,https://www.india.gov.in/extra-mural-research-ayush
Centrally Sponsored Scheme of Ayush,https://www.india.gov.in/centrally-sponsored-scheme-ayush
Central Sector Scheme of Ayush,https://www.india.gov.in/central-sector-scheme-ayush
"Girl children Protection Scheme, Andhra Pradesh",https://www.india.gov.in/girl-children-protection-scheme-andhra-pradesh
"Website of HORTNET, Ministry of Agriculture and Farmers welfare",https://www.india.gov.in/website-hortnet-ministry-agriculture-and-farmers-welfare
Accreditation Scheme by NIELIT,https://www.india.gov.in/accreditation-scheme-nielit
"Department of Consolidation, Uttar Pradesh",https://www.india.gov.in/department-consolidation-uttar-pradesh
"UP Tourism Central, State and District Level Schemes",https://www.india.gov.in/tourism-central-state-and-district-level-schemes
UP Tourism Bed & Breakfast Scheme,https://www.india.gov.in/tourism-bed-breakfast-scheme
"Application Form under Ministry of Consumer Affairs, Food and Public Distribution",https://www.india.gov.in/application-form-under-ministry-food-and-public-distribution
Application form II for financial assistance from Sugar Development Fund towards promoters contribution for financing modernization/rehabilitation scheme,https://www.india.gov.in/application-form-ii-financial-assistance-sugar-development-fund-towards-promoters-contribution
"Plan Scheme under the Ministry of Consumer Affairs, Food and Public Distribution",https://www.india.gov.in/plan-scheme-under-ministry-consumer-affairs-food-and-public-distribution
Annual Reports of Department of Food and Public Distribution,https://www.india.gov.in/annual-reports-department-food-and-public-distribution-1
Tracing the Roots scheme under Ministry of External Affairs,https://www.india.gov.in/tracing-roots-scheme-under-ministry-external-affairs
Overseas Citizenship of India Scheme under Ministry of External Affairs,https://www.india.gov.in/overseas-citizenship-india-scheme-under-ministry-external-affairs
Mahatma Gandhi Pravasi Suraksha Yojna (MGPSY) under the Ministry of External Affairs,https://www.india.gov.in/mahatma-gandhi-pravasi-suraksha-yojna-mgpsy-under-ministry-external-affairs
National Heritage City Development and Augmentation Yojana (HRIDAY),https://www.india.gov.in/national-heritage-city-development-and-augmentation-yojana-hriday
Schemes/Programmes under Ministry of Housing and Urban Affairs,https://www.india.gov.in/schemesprogrammes-under-ministry-housing-and-urban-affairs
Scheme and Documents under Ministry of New and Renewable Energy,https://www.india.gov.in/scheme-and-documents-under-ministry-new-and-renewable-energy
Major Programmes by the Ministry of Health and Family Welfare,https://www.india.gov.in/major-programmes-ministry-health-and-family-welfare
Website of Ministry of Health & Family Welfare,https://www.india.gov.in/website-ministry-health-family-welfare
Pradhan Mantri Swasthya Suraksha Yojana (PMSSY),https://www.india.gov.in/pradhan-mantri-swasthya-suraksha-yojana-pmssy
Schemes and Programmes by the Rural Development Department of Himachal Pradesh,https://www.india.gov.in/schemes-and-programmes-rural-development-department-himachal-pradesh
Agricultural several Divisions by the Department of Agriculture and Farmers Welfare,https://www.india.gov.in/agricultural-several-divisions-department-agriculture-and-farmers-welfare
Janani Suraksha Yojana Scheme by the Andhra Pradesh,https://www.india.gov.in/janani-suraksha-yojana-scheme-andhra-pradesh
Cattle and Dairy Development by the Department of Animal Husbandry and Dairying (AH&D),https://www.india.gov.in/cattle-and-dairy-development-department-animal-husbandry-and-dairying-ahd
Land Reforms by the Department of Land Resources,https://www.india.gov.in/land-reforms-department-land-resources
Schemes & Guidelines of Department of Agriculture and Farmers Welfare,https://www.india.gov.in/schemes-guidelines-department-agriculture-and-farmers-welfare
Information on Biomass Gasifier scheme by The Ministry of New and Renewable Energy,https://www.india.gov.in/information-biomass-gasifier-scheme-ministry-new-and-renewable-energy
"National Award Scheme for Micro, small and medium enterprises",https://www.india.gov.in/national-award-scheme-micro-small-and-medium-enterprises
Website of Bhagyalakshmi of Bengaluru Rural District,https://www.india.gov.in/website-bhagyalakshmi-bengaluru-rural-district
Application Form Solemnization of Marriage in Punjab,https://www.india.gov.in/application-form-solemnization-marriage-punjab
Application Form Financial Assistance under Shagun Scheme in Punjab,https://www.india.gov.in/application-form-financial-assistance-under-shagun-scheme-punjab
Application Form for National Family Benefit scheme in Punjab,https://www.india.gov.in/application-form-national-family-benefit-scheme-punjab
"Seekho aur Kamao (Earn & Learn), Ministry of Minority Affairs",https://www.india.gov.in/seekho-aur-kamao-earn-learn-ministry-minority-affairs
Information on National Digital Literacy Mission,https://www.india.gov.in/information-national-digital-literacy-mission
Deen Dayal Upadhyaya Grameen Kaushalya Yojana,https://www.india.gov.in/deen-dayal-upadhyaya-grameen-kaushalya-yojana
Jan-Dhan Se Jan Suraksha Portal,https://www.india.gov.in/jan-dhan-se-jan-suraksha-portal
Pradhan Mantri Kaushal Vikas Yojana (PMKVY),https://www.india.gov.in/pradhan-mantri-kaushal-vikas-yojana-pmkvy
Sukanya Samriddhi Yojna,https://www.india.gov.in/sukanya-samriddhi-yojna
Come and Play Scheme of Sports Authority of India (SAI),https://www.india.gov.in/come-and-play-scheme-sports-authority-india-sai
Programmes and policies of Sports Authority of India (SAI),https://www.india.gov.in/programmes-and-policies-sports-authority-india-sai-0
Panchayat Empowerment and Accountability Incentive Scheme,https://www.india.gov.in/panchayat-empowerment-and-accountability-incentive-scheme
Wind Power Programme by Ministry of New and Renewable Energy,https://www.india.gov.in/wind-power-programme-ministry-new-and-renewable-energy
Human Resource Development Programme,https://www.india.gov.in/human-resource-development-programme
Government Store Purchase scheme,https://www.india.gov.in/government-store-purchase-scheme
Raw Material Assistance Scheme,https://www.india.gov.in/raw-material-assistance-scheme
Post-matric Scholarship Scheme for minority students,https://www.india.gov.in/post-matric-scholarship-scheme-minority-students
Scheme for In-House Test Laboratory for Khadi and Village Industries,https://www.india.gov.in/scheme-house-test-laboratory-khadi-and-village-industries
National Award Scheme for MSME Entrepreneurs,https://www.india.gov.in/national-award-scheme-msme-entrepreneurs
Rajiv Gandhi Udyami Mitra Yojana,https://www.india.gov.in/rajiv-gandhi-udyami-mitra-yojana
Insurance for Khadi Karigar Scheme - Janashree Bima Yojna,https://www.india.gov.in/insurance-khadi-karigar-scheme-janashree-bima-yojna
Scheme for construction and running of Girls' Hostel,https://www.india.gov.in/scheme-construction-and-running-girls-hostel
Adolescence Education Programme,https://www.india.gov.in/adolescence-education-programme
Scheme of Financial Assistance for Appointment of Language Teachers,https://www.india.gov.in/scheme-financial-assistance-appointment-language-teachers
National Scheme of Incentives to Girls for Secondary Education,https://www.india.gov.in/national-scheme-incentives-girls-secondary-education
Scheme of Inclusive Education for Disabled at Secondary Stage,https://www.india.gov.in/scheme-inclusive-education-disabled-secondary-stage
Integrated Low Cost Sanitation Scheme,https://www.india.gov.in/integrated-low-cost-sanitation-scheme
Swarna Jayanti Shahari Rozgar Yojana,https://www.india.gov.in/swarna-jayanti-shahari-rozgar-yojana
Udaan Scheme for youth of Jammu and Kashmir,https://www.india.gov.in/udaan-scheme-youth-jammu-and-kashmir
Assistance to voluntary organisations/institutions/universities and other educational institutions for activities in the cause of national integration,https://www.india.gov.in/assistance-voluntary-organisationsinstitutionsuniversities-and-other-educational-institutions-activi
Swatantrata Sainik Samman Pension Scheme,https://www.india.gov.in/swatantrata-sainik-samman-pension-scheme
"Central Scheme for assistance to civilian victims of terrorist, communal and Naxal violence",https://www.india.gov.in/central-scheme-assistance-civilian-victims-terrorist-communal-and-naxal-violence
Kabir Puraskar Scheme for acts of courage during communal riots,https://www.india.gov.in/kabir-puraskar-scheme-acts-courage-during-communal-riots
Scheme for establishment of Ashram Schools in Tribal Sub-Plan Areas,https://www.india.gov.in/scheme-establishment-ashram-schools-tribal-sub-plan-areas
Website of Pradhan Mantri Swasthya Suraksha Yojana,https://www.india.gov.in/website-pradhan-mantri-swasthya-suraksha-yojana-0
Search Central and State Governments pension benefit schemes,https://www.india.gov.in/search-central-and-state-governments-pension-benefit-schemes
Search category-wise Central and State Government welfare schemes,https://www.india.gov.in/search-category-wise-central-and-state-government-welfare-schemes
Member of Parliament Local Area Development Scheme,https://www.india.gov.in/member-parliament-local-area-development-scheme
Health Account Scheme of Indian Council of Medical Research,https://www.india.gov.in/health-account-scheme-indian-council-medical-research
National Rural Livelihoods Mission by Ministry of Rural Development,https://www.india.gov.in/national-rural-livelihoods-mission-ministry-rural-development
Centrally sponsored scheme for development of infrastructure facilities for judiciary,https://www.india.gov.in/centrally-sponsored-scheme-development-infrastructure-facilities-judiciary
Research and Development funding schemes of Central Government Departments and Agencies,https://www.india.gov.in/research-and-development-funding-schemes-central-government-departments-and-agencies
Scheme for Strengthening Public Transport System,https://www.india.gov.in/scheme-strengthening-public-transport-system
Schemes for NGOs by Ministry of Social Justice and Empowerment,https://www.india.gov.in/schemes-ngos-ministry-social-justice-and-empowerment
Planning research and monitoring schemes by Ministry of Social Justice,https://www.india.gov.in/planning-research-and-monitoring-schemes-ministry-social-justice
Schemes of Ministry of Tribal Affairs,https://www.india.gov.in/schemes-ministry-tribal-affairs
Programme of Ministry of Housing and Urban Affairs,https://www.india.gov.in/programme-ministry-urban-development
Local Self Government Programme of Ministry of Housing and Urban Affairs,https://www.india.gov.in/local-self-government-programme-ministry-urban-development
Programmes and schemes of Ministry of Water Resources,https://www.india.gov.in/programmes-and-schemes-ministry-water-resources
Scholarship programme for diaspora children,https://www.india.gov.in/scholarship-programme-diaspora-children
Information on Overseas Indian Youth Club,https://www.india.gov.in/information-overseas-indian-youth-club
Information on Know India Programme by MEA,https://www.india.gov.in/information-know-india-programme-ministry-overseas-indian-affairs-0
Scheme on Overseas Citizenship by MEA,https://www.india.gov.in/scheme-overseas-citizenship-mea
Research and development guidelines on new and renewable energy,https://www.india.gov.in/research-and-development-guidelines-new-and-renewable-energy
Schemes for small hydro projects,https://www.india.gov.in/schemes-small-hydro-projects
Schemes on Biomass co-generation by Ministry of New and Renewable Energy,https://www.india.gov.in/schemes-biomass-co-generation-ministry-new-and-renewable-energy
Schemes for Solar energy by Ministry of New and Renewable Energy,https://www.india.gov.in/schemes-solar-energy-ministry-new-and-renewable-energy
Remote village electrification scheme by Ministry of New and Renewable Energy,https://www.india.gov.in/remote-village-electrification-scheme-ministry-new-and-renewable-energy
Off Grid Power schemes on energy recovery from wastes,https://www.india.gov.in/grid-power-schemes-energy-recovery-wastes
Scheme for Biogas Power by Ministry of New and Renewable Energy,https://www.india.gov.in/scheme-biogas-power-ministry-new-and-renewable-energy
Small wind energy and hybrid system scheme,https://www.india.gov.in/small-wind-energy-and-hybrid-system-scheme
Biogas power scheme by Ministry of New and Renewable Energy,https://www.india.gov.in/biogas-power-scheme-ministry-new-and-renewable-energy
Small hydro power schemes by Ministry of New and Renewable Energy,https://www.india.gov.in/small-hydro-power-schemes-ministry-new-and-renewable-energy
Schemes on solar power by Ministry of New and Renewable Energy,https://www.india.gov.in/schemes-solar-power-ministry-new-and-renewable-energy
Schemes for Biomass Gasification by Ministry of New and Renewable Energy,https://www.india.gov.in/schemes-biomass-gasification-ministry-new-and-renewable-energy
Biomass Power scheme by Ministry of New and Renewable Energy,https://www.india.gov.in/biomass-power-scheme-ministry-new-and-renewable-energy
Schemes for wind energy by Ministry of New and Renewable Energy,https://www.india.gov.in/schemes-wind-energy-ministry-new-and-renewable-energy
Programmes and schemes by Ministry of MSME,https://www.india.gov.in/programmes-and-schemes-ministry-msme
Information on Higher Education Schemes,https://www.india.gov.in/information-higher-education-schemes
Website of Central Government Health Scheme,https://www.india.gov.in/website-central-government-health-scheme
Schemes & Budget of Ministry of Home Affairs,https://www.india.gov.in/schemes-budget-ministry-home-affairs
Schemes by Ministry of Food Processing Industries,https://www.india.gov.in/schemes-ministry-food-processing-industries
National Housing Bank schemes and programmes,https://www.india.gov.in/national-housing-bank-schemes-and-programmes
"Acts, regulations and schemes of Commerce Department",https://www.india.gov.in/acts-regulations-and-schemes-commerce-department
Scheme for Scholarships to Young Artistes in Different Cultural Fields,https://www.india.gov.in/scheme-scholarships-young-artistes-different-cultural-fields
Information on Scheme of Tagore National Fellowship for Cultural Research,https://www.india.gov.in/information-scheme-tagore-national-fellowship-cultural-research
Scheme for Development of the Cultural Heritage of the Himalayas,https://www.india.gov.in/scheme-development-cultural-heritage-himalayas
Scheme for the Award of Fellowships to Outstanding Persons in the Field of Culture,https://www.india.gov.in/scheme-award-fellowships-outstanding-persons-field-culture
